ALL_Uniq,Name_USGSO,Densità_pop,evi,eolico,eolico_std,offshore,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,superficie_res,Densità_pop_etichetta,Solar_etichetta,Wind_class,consumption_etichetta,NO_res,gdp_cons_pop_urban_merged
88551,Marajo,-1.0270090129236897,0.488890694467879,-1.2086213171835278,0.15698185799056488,0.0,0.0,1.254479058305488,0.07956538109301546,0.21573568669532608,-0.07719453997190595,0.11305527954372939,S,M,1,S,0,0.05240443939690509
88553,Marajo,-1.0446298801292175,0.8439987088713553,-1.1743044051245213,0.1541039599444999,0.0,0.0,1.3046904035549942,0.07769946413474739,0.13880101071690776,-0.049232147491234945,0.38590381578580113,S,M,1,S,0,-0.023104165270643625
88554,Marajo,-1.3611899131043157,0.9520649390857029,-1.201282854202445,0.1712454172910612,0.0,0.0,1.2867657440234104,0.07551668116929419,0.16839859050081285,-0.07251320183849339,-0.6647065790060405,S,M,1,S,0,0.09826316488801964
88556,Amazon Delta,-0.8477153917023793,0.5069818576422251,-1.1812248515827806,-0.011899836442376252,0.0,0.0,1.0640270863238879,0.08249380392589266,0.2813993466353477,-0.07542380755174616,0.431411258950382,S,M,1,XS,0,-0.1778848529794591
88560,Amazon Delta,-1.0562268601821923,0.6695298800129003,-1.1899904073613894,0.013371234342264027,0.0,0.0,1.11688369565059,0.081707536201532,0.28875427384367414,-0.06047362638772855,1.125530313029055,S,M,1,S,0,-0.005050103030287246
88562,Marajo,-1.2867679446638216,0.6679342627625282,-1.1140232325363815,0.22926984715235146,0.0,0.0,1.1922002581785092,0.08069970713436934,0.10522073199386016,-0.03111399097328925,0.3049931112711462,S,M,1,XS,0,-0.14664750792346248
88565,Marajo,-1.0289440847797582,0.7053848808715101,-1.1457899481848495,0.08824716133936697,0.0,0.0,1.0752211391159403,0.08421738422306513,0.10328464695544223,-0.05227112203576546,0.08208130725468075,S,M,1,XS,0,-0.12667367997935736
88566,Marajo,-1.01880756572747,0.8170254631977897,-1.1442639820619949,0.1194563463531664,0.0,0.0,1.175922714230125,0.08196945154715968,0.11393128471868941,-0.0339037650299207,0.64073753401685,S,M,1,XS,0,-0.14269587371653752
88576,Marajo,-1.431971900945234,0.9597153917412005,-1.1551759232045613,0.2926193108332909,0.0,0.0,1.4296521342115707,0.07315668757240634,0.08951904573332972,-0.05266381660074407,1.0890617829338238,S,M,1,M,0,0.4617323590186379
88580,Amazon Delta,-0.9883919128759725,0.8502319316857668,-1.1047330626311513,-0.004310376632505395,0.0,0.0,0.9824515848651345,0.07591987886057859,0.24799913480056265,-0.10550645711697211,0.7635477842875321,S,M,1,XS,0,-0.1395503521327738
88582,Amazon Delta,-0.8677395337834373,0.5300811536575935,-1.0522309768296227,-0.12893169549365113,0.0,0.0,1.0825067458454805,0.0911398028494219,0.2953186634937807,-0.07119870247897915,0.41060548109974304,S,M,1,XS,0,-0.17077702528986313
88587,Amazon Delta,-0.9925081410607517,0.9520579449891735,-1.0570328752272893,-0.07734221197658842,0.0,0.0,1.2686922987065528,0.0843870775646496,0.3212687908215662,-0.07490294424876359,0.724181071701584,S,M,1,S,0,0.12922212859560234
88588,Amazon Delta,-0.8837560106348972,0.5924538998253038,-0.9894122017330392,-0.1304673744116468,0.0,0.0,1.000797051385371,0.0911398028494219,0.31920387744032724,-0.045894793256298125,-0.045462111990850325,S,M,1,XS,0,-0.16792259509341587
88591,Amazon Delta,-1.0573227454706713,0.7899927184613261,-1.0964408014661031,-0.07943890628212794,0.0,0.0,1.2087602853968311,0.09206405814343022,0.1797552481080167,-0.05371683947961209,-0.03559316133473186,S,M,1,XS,0,-0.14785448778695456
88602,Amazon Delta,-0.789610915337583,0.6995936060696927,-0.8199565486514425,0.0036201380441609936,0.0,0.0,1.0107334347207573,0.08191322162470734,0.37141668722308313,-0.061008442878024365,-0.548094189206429,S,M,1,XS,0,-0.1802107746945915
88605,Amazon Delta,0.7133454171377785,0.6351146612756274,-0.800246842138678,0.061379250078364686,0.0,0.0,1.0224494414796637,0.05054114007285362,0.16487484253297016,0.04779725012778711,-0.11749735141669879,M,M,1,XS,0,0.2862060415714784
88614,Amazon Delta,0.583031795944456,0.660174855574214,-0.8046550674535166,-0.034498705563337013,0.0,0.0,1.0945316718568967,0.05054114007285362,0.3274459634639892,0.06567098703057853,0.4823607540142873,M,M,1,XS,0,0.29110962166766424
88655,UNNAMED,0.01582191205310012,-0.5396941334828328,-0.8350528209662937,0.017494587323780987,0.0,0.0,0.9265747386580092,-0.0672369395709764,-0.7567503123721324,-0.42484153016882903,-0.19232800648719775,M,S,1,XS,0,-0.1858033095906218
88659,Patia Delta,-0.6312617355446326,-0.34142472468917834,-0.701431424927307,0.21744810505228834,0.0,0.0,0.9787083289195272,-0.045650903212800846,-0.7667184053979076,-0.39625301604381324,-0.029746840330741767,S,S,1,XS,0,-0.18429221218663439
88665,UNNAMED,-0.5577974145194253,-0.38681473401928274,-0.5361053797834098,0.0662047637721728,0.0,0.0,0.0,-0.05939362466872513,-0.649523042339874,-0.43755660869801055,0.07786699083358617,S,M,1,XS,0,-0.18480730407373708
88906,UNNAMED,-0.6179526293147662,-0.5291364959678281,-1.1247464372382863,-0.04116970327383257,0.0,0.0,1.010264010777305,-0.015859549415220064,-0.615544200931224,-0.14355545843334833,0.7227727756016025,S,M,1,XS,0,-0.0923919151801242
88909,UNNAMED,-0.03310361338675876,-0.6273748701836198,-1.0302693135599321,-0.026676100723456678,0.0,0.0,0.0,-0.0175010557577882,-0.6645304463096902,-0.1508761344083972,-0.5759273542152904,M,M,1,XS,0,-0.17918364331473313
88923,UNNAMED,-0.44351701152981043,-0.6316185499333916,-1.1431251245576417,-0.010414122238172754,0.0,0.0,1.1341411326959514,-0.0175010557577882,-0.7365132828609261,-0.07173455004551584,0.2295762165751393,S,S,1,XS,0,-0.1064183409430968
88942,UNNAMED,-0.27088048984810625,-0.876406826575445,-1.1798088655413297,-0.23545408059245954,0.0,1.4623751254682544,0.8424457220076473,0.04703315890900084,-0.6661177432495047,-0.23506508693028116,0.37410396431585596,S,M,1,M,0,2.132841966335863
89035,Mata-Mata,-0.8728115414455965,-0.44840751935815865,-0.9304423670108237,0.09879936372150724,0.0,0.0,0.0,0.10076337814047952,0.9011215019628023,-0.4574130126031217,0.6374905754136138,S,L,1,XS,0,-0.1734282806273584
89036,Orinoco Delta,-0.33419164320975914,0.9778169209568853,-0.37825520356283643,-0.03263405331379858,0.0,0.0,0.9740451773257504,-0.013509075162124635,0.5279665470856614,-0.3727616487676854,-0.5868958423500881,S,M,1,XS,0,-0.19303048864364122
89038,Orinoco Delta,-0.9521306011653591,0.9020490981849315,-0.7121659068072201,0.012220628985016408,0.0,0.0,1.0216372562689955,-0.013509075162124635,0.4833209384851983,-0.3850465929717858,-0.5069361565913026,S,M,1,XS,0,-0.1752628303922039
89040,Orinoco Delta,-0.2650000398487359,0.8451007860003821,-0.30914758132981085,-0.08668350669051025,0.0,0.0,0.0,-0.01428260178688199,0.4826387338516234,-0.3801431283554199,0.27512314466001964,S,M,1,XS,0,-0.16514122725843108
89041,Orinoco Delta,0.09951546163886928,1.078791689137073,-0.6707790681743275,-0.0077304520984019034,0.0,0.0,0.0,-0.014316159467681285,0.4410696339152324,-0.3982958416575009,-0.5055072620332535,M,M,1,XS,0,-0.1693184619359324
89071,Orinoco Delta,-1.0853274763180945,0.8407069416680042,0.5200377948014693,-0.5479118211296482,0.0,0.0,0.9765897378852857,0.0042823887101022745,0.820957333663212,-0.4606676327929431,0.09446382411221213,S,L,5,XS,0,-0.19889216626277273
89505,Moose Factory,1.0386103267987135,-1.067039624117513,-0.7582773775386529,-1.229881308555869,0.009331074132828897,0.0,0.0,-2.8534733610362366,-0.5592249877210486,1.998428214238535,-0.5031131042151744,L,M,1,M,0,0.4136638219915329
89757,UNNAMED,1.2190183018040364,-0.2663352608052371,-0.12274732105416972,0.8136747740317448,0.0,0.0,1.1112885271344877,-0.02551310571349084,0.01654620728626756,-0.0048430238898397645,-0.18235033989354765,L,M,1,XS,0,1.8290091607651384
